EventType,EventDate,City,State,Country,HasSafetyRec,ReportType,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AmateurBuilt,NumberOfEngines,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,ReportStatus,X,Year,Month,Day,Hour,CauseCategory
ACC,2022-06-04T14:00:00Z,El Paso,Texas,United States,FALSE,DirectorBrief,Serious,0,1,0,31.795325,-106.48187,Globe,GC1B,AIR,ELP,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,June,4,0,Pilot Error
ACC,2022-06-04T13:56:00Z,Spencer,Virginia,United States,FALSE,DirectorBrief,None,0,0,0,36.63118,-80.018441,PIPER,PA-32R-301,AIR,MTV,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,June,4,0,Pilot Error
ACC,2022-06-04T13:01:00Z,Fairfield,New Jersey,United States,FALSE,DirectorBrief,Serious,0,1,0,40.877638,-74.275796,BELL HELICOPTER TEXTRON CANADA,407,HELI,CDW,FALSE,1,POSI,91,Substantial,VMC,Zip Aviation,Completed,NA,2022,June,4,0,Pilot Error
ACC,2022-06-04T12:48:00Z,Palm Springs,California,United States,FALSE,DirectorBrief,None,0,0,0,33.829667,-116.50669,CESSNA,P210N,AIR,PSP,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,June,4,0,Pilot Error
ACC,2022-06-04T12:22:00Z,Ellington,Connecticut,United States,FALSE,DirectorBrief,None,0,0,0,41.925417,-72.457111,CESSNA,208,AIR,7B9,FALSE,1,SKYD,91,Substantial,VMC,Connecticut Parachutist Inc,Completed,NA,2022,June,4,0,Pilot Error
ACC,2022-06-04T10:00:00Z,Amarillo,Texas,United States,FALSE,DirectorBrief,None,0,0,0,35.169889,-101.82586,BEECH,A36,AIR,TDW,FALSE,1,PERS,91,Substantial,IMC,NA,Completed,NA,2022,June,4,0,Mechanical Failure
ACC,2022-06-03T20:30:00Z,Hagerstown,Maryland,United States,FALSE,DirectorBrief,None,0,0,0,39.7085,-77.7265,BOYLE JOSEPH E,BOYLE-JN 1,AIR,HGR,TRUE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,June,3,0,Pilot Error
ACC,2022-06-03T14:47:00Z,Oceanside,California,United States,FALSE,DirectorBrief,Fatal,1,1,0,33.219797,-117.34196,CESSNA,208B,AIR,OKB,FALSE,1,SKYD,91,Substantial,VMC,GoJump,Completed,NA,2022,June,3,0,Pilot Error
ACC,2022-06-03T12:15:00Z,Pittsboro,North Carolina,United States,FALSE,DirectorBrief,None,0,0,0,35.690483,-79.25653,TAYLORCRAFT,BC12-D1,AIR,NA,FALSE,1,INST,91,Substantial,VMC,NA,Completed,NA,2022,June,3,0,Pilot Error
ACC,2022-06-02T19:03:00Z,Ennis,Texas,United States,FALSE,DirectorBrief,None,0,0,0,32.3384,-96.6651,CESSNA,172P,AIR,F41,FALSE,1,INST,91,Substantial,VMC,Golf Aero Flight School,Completed,NA,2022,June,2,0,Mechanical Failure
ACC,2022-06-02T18:45:00Z,Bowling Green,Missouri,United States,FALSE,DirectorBrief,Fatal,2,0,0,39.405735,-91.311544,AERONCA,7AC,AIR,NA,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,June,2,0,Pilot Error
ACC,2022-06-02T17:00:00Z,Reno,Nevada,United States,FALSE,DirectorBrief,None,0,0,0,39.6939,-119.94031,BELL,HH-1H,HELI,NA,FALSE,1,PUBL,91,Substantial,VMC,WASHOE COUNTY SHERIFF DEPT,Completed,NA,2022,June,2,0,Pilot Error
ACC,2022-06-02T15:11:00Z,San Antonio,Texas,United States,FALSE,DirectorBrief,None,0,0,0,29.507991,-98.799317,FAHEY WILLIAM J,CH750 CRUZER,AIR,8T8,TRUE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,June,2,0,Mechanical Failure
ACC,2022-06-02T14:15:00Z,Ray,Michigan,United States,FALSE,DirectorBrief,None,0,0,0,42.740585,-82.889695,Trojan,TA16,AIR,57D,TRUE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,June,2,0,Mechanical Failure
ACC,2022-06-02T14:00:00Z,Houston,Texas,United States,FALSE,DirectorBrief,None,0,0,0,29.506139,-95.476917,CESSNA,170,AIR,AXH,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,June,2,0,Pilot Error
ACC,2022-06-02T13:18:00Z,Oroville,California,United States,FALSE,DirectorBrief,Fatal,2,0,0,39.485833,-121.61194,BEECH,19A,AIR,OVE,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,June,2,0,Pilot Error
ACC,2022-06-02T12:30:00Z,Lucerne Valley,California,United States,FALSE,DirectorBrief,Fatal,1,0,0,34.431885,-116.86114,MEYER FRED J,HORNET,AIR,NA,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,June,2,0,Pilot Error
ACC,2022-06-01T21:15:00Z,Burlington,Wisconsin,United States,FALSE,DirectorBrief,Serious,0,3,0,42.671222,-88.268074,CAMERON BALLOONS,Z-90,BALL,NA,FALSE,0,OWRK,91,Substantial,VMC,NA,Completed,NA,2022,June,1,0,Pilot Error
ACC,2022-06-01T18:20:00Z,Pemberton Township,New Jersey,United States,FALSE,DirectorBrief,None,0,0,0,39.944342,-74.629851,AIR TRACTOR INC,AT-400A,AIR,N/A,FALSE,1,AAPL,137,Substantial,VMC,JERSEY DEVIL DUSTERS LLC,Completed,NA,2022,June,1,0,Pilot Error
ACC,2022-06-01T18:00:00Z,Allport,Arkansas,United States,FALSE,DirectorBrief,Minor,0,0,1,34.543405,-91.799332,AIR TRACTOR INC,AT-602,AIR,None,FALSE,1,AAPL,137,Substantial,VMC,WEBB FLYING SERVICE INC,Completed,NA,2022,June,1,0,Mechanical Failure
ACC,2022-06-01T16:27:00Z,Tredyffin,Pennsylvania,United States,FALSE,DirectorBrief,Serious,0,2,0,40.03,-75.45,CIRRUS DESIGN CORP,SR22,AIR,NA,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,June,1,0,Pilot Error
ACC,2022-06-01T13:15:00Z,River Falls,Wisconsin,United States,FALSE,DirectorBrief,Serious,0,1,1,44.839775,-92.75065,GRUMMAN AMERICAN AVN. CORP.,AA-1B,AIR,6WI2,FALSE,1,INST,91,Substantial,VMC,NA,Completed,NA,2022,June,1,0,Pilot Error
ACC,2022-05-31T22:16:00Z,Cameron,Texas,United States,FALSE,DirectorBrief,Minor,0,0,2,30.879003,-96.972212,BELL,206B,HELI,T35,FALSE,1,INST,91,Substantial,VMC,"Utility Aviation, Inc.",Completed,NA,2022,May,31,0,Other
ACC,2022-05-31T20:25:00Z,Simsbury,Connecticut,United States,FALSE,DirectorBrief,None,0,0,0,41.912547,-72.778297,PIPER,PA28,AIR,4B9,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,31,0,Pilot Error
ACC,2022-05-31T10:40:00Z,Galice,Oregon,United States,FALSE,DirectorBrief,None,0,0,0,42.563495,-123.5747,VANS,RV-8,AIR,3S8,TRUE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,31,0,Mechanical Failure
ACC,2022-05-31T09:35:00Z,Memphis,Tennessee,United States,FALSE,DirectorBrief,Fatal,1,0,0,35.1864,-90.1151,Cessna Aircraft Co.,162,AIR,M01,FALSE,1,PERS,91,Substantial,VMC,Jay Air LLC,Completed,NA,2022,May,31,0,Pilot Error
ACC,2022-05-30T13:45:00Z,Winter Haven,Florida,United States,FALSE,DirectorBrief,None,0,0,0,28.06292,-81.753314,FOSTER WILLIAM D,ELITE,AIR,GIF,FALSE,1,INST,91,Substantial,VMC,NA,Completed,NA,2022,May,30,0,Pilot Error
ACC,2022-05-30T12:35:00Z,East Sound,Washington,United States,FALSE,DirectorBrief,None,0,0,0,48.71177,-123.01824,CESSNA,172M,AIR,90WA,FALSE,1,BUS,135,Substantial,VMC,NA,Completed,NA,2022,May,30,0,Pilot Error
ACC,2022-05-30T11:43:00Z,Carlsbad,California,United States,FALSE,DirectorBrief,None,0,0,0,33.092,-117.21,DIAMOND AIRCRAFT IND INC,DA 40,AIR,CRQ,FALSE,1,PERS,91,Substantial,VMC,Patric McConnell,Completed,NA,2022,May,30,0,Pilot Error
ACC,2022-05-30T09:40:00Z,Willits,California,United States,FALSE,DirectorBrief,Fatal,1,1,0,39.498044,-123.19368,MAULE,MX-7-180C,AIR,none,FALSE,1,PERS,91,Destroyed,VMC,NA,Completed,NA,2022,May,30,0,Unknown/Other
ACC,2022-05-30T08:48:00Z,Cheyenne,Wyoming,United States,FALSE,DirectorBrief,Fatal,1,0,0,41.132417,-104.79194,Express,2000RG,AIR,CYS,TRUE,1,PERS,91,Destroyed,VMC,NA,Completed,NA,2022,May,30,0,Pilot Error
ACC,2022-05-29T18:00:00Z,Melrose,Tennessee,United States,FALSE,DirectorBrief,Minor,0,0,2,35.756385,-83.830545,AERONCA,7AC,AIR,NA,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,29,0,Mechanical Failure
ACC,2022-05-29T16:27:00Z,Morgan,Texas,United States,FALSE,DirectorBrief,None,0,0,0,31.99,-97.55,PIPER,PA-28RT-201T,AIR,84TE,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,29,0,Mechanical Failure
ACC,2022-05-29T11:15:00Z,Jacksonville,Florida,United States,FALSE,DirectorBrief,None,0,0,0,30.336333,-81.514444,CESSNA,150F,AIR,CRG,FALSE,1,PERS,91,Substantial,VMC,N8919S INC,Completed,NA,2022,May,29,0,Pilot Error
ACC,2022-05-29T10:00:00Z,Frederick,Maryland,United States,FALSE,DirectorBrief,None,0,0,0,39.417568,-77.374297,Van Lehn,Hatz Classic,AIR,FDK,TRUE,1,PERS,91,Substantial,VMC,VAN LEHN RICHARD GLENN,Completed,NA,2022,May,29,0,Pilot Error
ACC,2022-05-29T09:00:00Z,Granite Shoals,Texas,United States,FALSE,DirectorBrief,Fatal,2,0,0,30.591989,-98.367975,AIRBORNE WINDSPORTS PTY LTD,EDGE XT-912-L,WSFT,2G5,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,29,0,Pilot Error
ACC,2022-05-28T19:30:00Z,Glacier View,Alaska,United States,FALSE,DirectorBrief,Serious,0,1,2,61.786851,-147.79807,PIPER,PA-18-150,AIR,NA,FALSE,1,PERS,91,Substantial,Unknown,NA,Completed,NA,2022,May,28,0,Pilot Error
ACC,2022-05-28T19:20:00Z,Canyon Lake,Texas,United States,FALSE,DirectorBrief,Minor,0,0,3,29.916957,-98.246684,CESSNA,172L,AIR,34TS,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,28,0,Pilot Error
ACC,2022-05-28T15:14:00Z,North Myrtle Beach,South Carolina,United States,FALSE,DirectorBrief,Fatal,1,0,0,33.811535,-78.725278,PIPER,PA-12,AIR,CRE,FALSE,1,BANT,91,Substantial,VMC,BARNSTORMERS AERIAL ADVERTISING LLC,Completed,NA,2022,May,28,0,Pilot Error
ACC,2022-05-28T14:40:00Z,Whiskerville,Arkansas,United States,FALSE,DirectorBrief,Fatal,1,0,0,36.133295,-90.80047,GRUMMAN AMERICAN AVN. CORP,G-164,AIR,NA,FALSE,1,AAPL,137,Destroyed,VMC,"HACKBERRY FLYING SERVICE, LLC",Completed,NA,2022,May,28,0,Pilot Error
ACC,2022-05-28T13:02:00Z,Perry,Georgia,United States,FALSE,DirectorBrief,None,0,0,0,32.510583,-83.767333,BEECH,58,AIR,PXE,FALSE,2,PERS,91,Substantial,VMC,Southern Sky Holdings LLC,Completed,NA,2022,May,28,0,Pilot Error
ACC,2022-05-28T13:00:00Z,Gulkana,Alaska,United States,FALSE,DirectorBrief,None,0,0,0,62.205568,-145.44536,PIPER,PA-18-150,AIR,GKN,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,28,0,Pilot Error
ACC,2022-05-27T22:29:00Z,Big Lake,Alaska,United States,FALSE,DirectorBrief,None,0,0,0,61.534571,-149.97824,CESSNA,182A,AIR,PVT,FALSE,NA,UNK,91,Substantial,VMC,NA,Completed,NA,2022,May,27,0,Runway/Takeoff Issues
ACC,2022-05-27T20:00:00Z,Monongahela,Pennsylvania,United States,FALSE,DirectorBrief,Serious,0,1,0,40.218762,-79.819748,AERONCA,7AC,AIR,FWQ,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,27,0,Pilot Error
ACC,2022-05-27T16:30:00Z,Princeton,Minnesota,United States,FALSE,DirectorBrief,None,0,0,0,45.560397,-93.608442,PIPER,PA-32-300,AIR,PNM,FALSE,1,INST,91,Substantial,VMC,TAILWINDS FLYING CLUB,Completed,NA,2022,May,27,0,Pilot Error
ACC,2022-05-27T10:40:00Z,Roanoke,Texas,United States,FALSE,DirectorBrief,None,0,0,0,33.004,-97.2258,PIPER,PA-22-160,AIR,52F,FALSE,1,PERS,91,Substantial,VMC,HASHLEY GARY L,Completed,NA,2022,May,27,0,Other
ACC,2022-05-27T10:15:00Z,Willow,Alaska,United States,FALSE,DirectorBrief,None,0,0,0,61.615,-150.532,CESSNA,A185E,AIR,NA,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,27,0,Pilot Error
ACC,2022-05-27T08:30:00Z,Weiner,Arkansas,United States,FALSE,DirectorBrief,Serious,0,1,0,35.590272,-90.913672,AIR TRACTOR INC,AT-802A,AIR,8M2,FALSE,1,AAPL,137,Destroyed,VMC,"Johnson, Cory and Trampas",Completed,NA,2022,May,27,0,Pilot Error
ACC,2022-05-26T15:56:00Z,Wauwatosa,Wisconsin,United States,FALSE,DirectorBrief,Fatal,1,0,0,43.1025,-88.040278,CESSNA,152,AIR,MWC,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,26,0,Pilot Error
ACC,2022-05-26T14:40:00Z,North Myrtle Beach,South Carolina,United States,FALSE,DirectorBrief,None,0,0,0,33.808099,-78.728463,ROBINSON HELICOPTER,R44,HELI,CRE,FALSE,1,INST,91,Substantial,VMC,High Tide Helicopters LLC,Completed,NA,2022,May,26,0,Mechanical Failure
ACC,2022-05-25T18:50:00Z,Show Low,Arizona,United States,FALSE,DirectorBrief,Fatal,2,0,0,34.247904,-110.02313,CESSNA,172F,AIR,SOW,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,25,0,Pilot Error
ACC,2022-05-25T17:18:00Z,Madison,Minnesota,United States,FALSE,DirectorBrief,None,0,0,0,44.983602,-96.17791,AVIAT AIRCRAFT INC,A-1C-180,AIR,DXX,FALSE,1,PERS,91,Substantial,VMC,Pilot,Completed,NA,2022,May,25,0,Pilot Error
ACC,2022-05-25T17:00:00Z,Putnam Valley,New York,United States,FALSE,DirectorBrief,None,0,0,0,43.799599,-73.399587,AERONCA,7EC,AIR,NA,FALSE,1,FERY,91,Substantial,VMC,NA,Completed,NA,2022,May,25,0,Mechanical Failure
ACC,2022-05-25T02:10:00Z,Springfield,Missouri,United States,FALSE,DirectorBrief,Serious,0,1,0,37.185095,-93.234153,AIRBUS INDUSTRIE,A320-232,AIR,NA,FALSE,2,NA,121,None,VMC,United Airlines,Completed,NA,2022,May,25,0,Weather Conditions
ACC,2022-05-24T20:15:00Z,Page,Arizona,United States,FALSE,DirectorBrief,None,0,0,0,36.925325,-111.4511,CO-Z DEVELOPMENT CORP,COZY MARK IV,AIR,PGA,FALSE,1,PERS,91,Substantial,VMC,Randy Jaeger,Completed,NA,2022,May,24,0,Mechanical Failure
ACC,2022-05-24T16:10:00Z,Yakutat,Alaska,United States,FALSE,DirectorBrief,Serious,0,4,0,59.164333,-138.4888,DEHAVILLAND,DHC-3,AIR,3AK,FALSE,1,NA,135,Substantial,VMC,Yakutat Coastal Airlines,Completed,NA,2022,May,24,0,Pilot Error
ACC,2022-05-24T08:00:00Z,Seagraves,Texas,United States,FALSE,DirectorBrief,Fatal,1,0,0,32.922179,-102.62558,PIPER,PA-12,AIR,NA,FALSE,1,PERS,91,Destroyed,VMC,NA,Completed,NA,2022,May,24,0,Pilot Error
ACC,2022-05-23T17:00:00Z,Prineville,Oregon,United States,FALSE,DirectorBrief,None,0,0,0,44.195139,-120.82308,FRAZIER ROBERT L,RV-6A,AIR,S39,TRUE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,23,0,Pilot Error
ACC,2022-05-23T14:33:00Z,St. Petersburg-Clearwater,Florida,United States,FALSE,DirectorBrief,None,0,0,0,27.908634,-82.68651,CESSNA,340,AIR,PIE,FALSE,2,PERS,91,Substantial,VMC,LAKESIDE AVIATION INC,Completed,NA,2022,May,23,0,Pilot Error
ACC,2022-05-23T11:41:00Z,Nashua,New Hampshire,United States,FALSE,DirectorBrief,Minor,0,0,2,42.782397,-71.520674,ROBINSON HELICOPTER COMPANY,R44 II,HELI,ASH,FALSE,1,INST,91,Substantial,VMC,NA,Completed,NA,2022,May,23,0,Mechanical Failure
ACC,2022-05-22T20:52:00Z,Caryville,Florida,United States,FALSE,DirectorBrief,None,0,0,0,30.67138,-85.85333,CESSNA,310,AIR,NA,FALSE,2,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,22,0,Mechanical Failure
ACC,2022-05-22T18:30:00Z,Marion,Texas,United States,FALSE,DirectorBrief,None,0,0,0,29.495632,-98.158879,BOEING,A75N1,AIR,1TE4,FALSE,1,PERS,91,Substantial,VMC,Cibolo Creek Aviation LLC,Completed,NA,2022,May,22,0,Pilot Error
ACC,2022-05-22T16:15:00Z,Bealeton,Virginia,United States,FALSE,DirectorBrief,None,0,0,0,38.583,-77.7678,MX AIRCRAFT LLC,MXS,AIR,NA,FALSE,1,ASHO,91,Substantial,VMC,NA,Completed,NA,2022,May,22,0,Bird Strike
ACC,2022-05-22T12:49:00Z,Broomfield,Colorado,United States,FALSE,DirectorBrief,Fatal,2,0,0,39.996526,-105.04271,PIPER,PA-32-260,AIR,EIK,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,22,0,Pilot Error
ACC,2022-05-22T10:13:00Z,Prescott,Arizona,United States,FALSE,DirectorBrief,Minor,0,0,1,35.140316,-111.66924,CESSNA,P172D,AIR,PRC,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,22,0,Mechanical Failure
ACC,2022-05-22T09:03:00Z,Cape Girardeau,Missouri,United States,FALSE,DirectorBrief,Fatal,1,0,0,37.228004,-89.584832,BRUCE R PROUSE,M24 ORION PLUS,GYRO,CGI,TRUE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,22,0,Pilot Error
ACC,2022-05-22T08:30:00Z,Port Moller,Alaska,United States,FALSE,DirectorBrief,Serious,0,1,0,56.136541,-160.4533,CESSNA,182C,AIR,NA,FALSE,1,BUS,91,Substantial,VMC,SHEPARD PETER M,Completed,NA,2022,May,22,0,Pilot Error
ACC,2022-05-21T21:00:00Z,Tacoma,Washington,United States,FALSE,DirectorBrief,Serious,0,1,0,47.1857,-122.2737,BOEING,737-700,AIR,NA,FALSE,2,NA,121,None,VMC,SOUTHWEST AIRLINES CO,Completed,NA,2022,May,21,0,Weather Conditions
ACC,2022-05-21T17:30:00Z,Fort Stockton,Texas,United States,FALSE,DirectorBrief,None,0,0,0,30.915333,-102.91283,Textron Aviation,B300C,AIR,FST,FALSE,2,FLTS,91,Substantial,VMC,Textron Aviation,Completed,NA,2022,May,21,0,Pilot Error
ACC,2022-05-21T15:40:00Z,Beckley,West Virginia,United States,FALSE,DirectorBrief,Minor,0,0,1,37.787333,-81.124167,NEW GLASAIR,GLASTAR,AIR,BKW,TRUE,1,PERS,91,Substantial,VMC,RODES EVERETT JEROME,Completed,NA,2022,May,21,0,Pilot Error
ACC,2022-05-21T15:00:00Z,Sacramento,California,United States,FALSE,DirectorBrief,None,0,0,0,38.838611,-121.54722,AIR TRACTOR INC,AT-602,AIR,CA07,FALSE,1,AAPL,137,Substantial,VMC,FARM AIR FLYING SERVICE LLC,Completed,NA,2022,May,21,0,Pilot Error
ACC,2022-05-21T14:53:00Z,Lancaster,Ohio,United States,FALSE,DirectorBrief,None,0,0,0,39.70847,-82.60392,EVEKTOR-AEROTECHNIK AS,SPORTSTAR,AIR,LHQ,TRUE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,21,0,Mechanical Failure
ACC,2022-05-20T19:42:00Z,Wayne,Nebraska,United States,FALSE,DirectorBrief,Fatal,1,0,0,42.235994,-96.977827,CESSNA,140,AIR,LCG,FALSE,1,ASHO,91,Destroyed,VMC,NA,Completed,NA,2022,May,20,0,Pilot Error
ACC,2022-05-20T18:30:00Z,Big Lake,Alaska,United States,FALSE,DirectorBrief,None,0,0,0,61.569515,-149.85473,CESSNA,170B,AIR,PAGQ,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,20,0,Pilot Error
ACC,2022-05-19T17:15:00Z,Gainesville,Texas,United States,FALSE,DirectorBrief,None,0,0,0,33.6259,-97.1333,BELLANCA,Cruisemaster,AIR,GLE,FALSE,1,PERS,91,Destroyed,VMC,NA,Completed,NA,2022,May,19,0,Pilot Error
ACC,2022-05-19T13:10:00Z,Palm Beach,Florida,United States,FALSE,DirectorBrief,None,0,0,0,26.448361,-80.058922,EUROCOPTER,AS355,HELI,NA,FALSE,2,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,19,0,Pilot Error
ACC,2022-05-19T12:21:00Z,Auburn,Indiana,United States,FALSE,DirectorBrief,None,0,0,0,41.307618,-85.063952,CESSNA,172N,AIR,GWB,FALSE,1,INST,91,Substantial,VMC,Century Aviation,Completed,NA,2022,May,19,0,Pilot Error
ACC,2022-05-19T12:20:00Z,Beach City,Texas,United States,FALSE,DirectorBrief,Minor,0,0,2,29.760966,-94.84323,PIPER,PA-28R-180,AIR,54T,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,19,0,Pilot Error
ACC,2022-05-18T18:33:00Z,Christmas Valley,Oregon,United States,FALSE,DirectorBrief,Serious,0,4,0,43.23625,-120.66469,AIRBUS HELICOPTERS,AS 350B3,HELI,62S,FALSE,1,BUS,135,Substantial,VMC,Med-Trans,Completed,NA,2022,May,18,0,Pilot Error
ACC,2022-05-17T18:51:00Z,Cleburne,Texas,United States,FALSE,DirectorBrief,Fatal,1,0,0,32.266722,-97.424446,AMERICAN AVIATION,AA-1A,AIR,NA,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,17,0,Pilot Error
ACC,2022-05-17T17:00:00Z,Denver,Colorado,United States,FALSE,DirectorBrief,None,0,0,0,39.908412,-105.11562,CESSNA,T210N,AIR,BJC,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,17,0,Mechanical Failure
ACC,2022-05-16T17:20:00Z,Anchorage,Alaska,United States,FALSE,DirectorBrief,Minor,0,0,1,61.392605,-149.82741,TAYLORCRAFT AVIATION CORP,F19,AIR,Z40,FALSE,1,INST,91,Substantial,VMC,NA,Completed,NA,2022,May,16,0,Mechanical Failure
ACC,2022-05-16T17:00:00Z,Douglas,Wyoming,United States,FALSE,DirectorBrief,Minor,0,0,1,42.797194,-105.38583,TWENTY SECOND STREET LLC,BACKCOUNTRY BOSS,AIR,KDGW,TRUE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,16,0,Pilot Error
ACC,2022-05-16T15:15:00Z,Angola,Indiana,United States,FALSE,DirectorBrief,None,0,0,0,41.63986,-85.083145,ERCOUPE,415-C,AIR,ANQ,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,16,0,Pilot Error
ACC,2022-05-15T15:58:00Z,Blairstown,New Jersey,United States,FALSE,DirectorBrief,Fatal,1,0,0,40.97265,-74.99199,SCHWEIZER,SGS 2-33A,GLI,1N7,FALSE,0,INST,91,Substantial,VMC,JERSEY RIDGE SOARING LLC,Completed,NA,2022,May,15,0,Pilot Error
ACC,2022-05-15T14:20:00Z,Monroe,Louisiana,United States,FALSE,DirectorBrief,None,0,0,0,32.58605,-91.931094,CESSNA,421C,AIR,MLU,FALSE,2,PERS,91,Substantial,VMC,Raider Aviation,Completed,NA,2022,May,15,0,Mechanical Failure
ACC,2022-05-14T16:30:00Z,Estancia,New Mexico,United States,FALSE,DirectorBrief,None,0,0,0,34.754866,-106.06262,CESSNA,140,AIR,NA,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,14,0,Pilot Error
ACC,2022-05-14T15:30:00Z,Enterprise,Oregon,United States,FALSE,DirectorBrief,None,0,0,0,45.415963,-117.25115,PIPER,PA-12,AIR,8S4,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,14,0,Other
ACC,2022-05-14T15:10:00Z,Lancaster,New York,United States,FALSE,DirectorBrief,None,0,0,0,42.922056,-78.611972,CESSNA,172M,AIR,BQR,FALSE,1,INST,91,Substantial,VMC,LITTLE BIRD AIRWAYS LLC,Completed,NA,2022,May,14,0,Pilot Error
ACC,2022-05-14T13:51:00Z,Miami,Florida,United States,FALSE,DirectorBrief,Fatal,1,2,5,25.900583,-80.124667,CESSNA,172H,AIR,NA,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,14,0,Pilot Error
ACC,2022-05-14T13:15:00Z,Winters,California,United States,FALSE,DirectorBrief,NA,0,0,0,38.599861,-121.97961,PYKA INC,PELICAN,UNMANNED,NA,FALSE,4,PERS,91,Substantial,VMC,PYKA INC,Completed,NA,2022,May,14,0,Weather Conditions
ACC,2022-05-14T13:00:00Z,Deming,New Mexico,United States,FALSE,DirectorBrief,None,0,0,0,32.263507,-107.71793,SPARKS RALPH A,RV8,AIR,DMN,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,14,0,Pilot Error
ACC,2022-05-14T09:41:00Z,Gallatin,Tennessee,United States,FALSE,DirectorBrief,None,0,0,0,36.375081,-86.408412,BEECH,C24,AIR,XNX,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,14,0,Mechanical Failure
ACC,2022-05-13T22:00:00Z,Rochester,New York,United States,FALSE,DirectorBrief,None,0,0,0,43.123253,-77.624122,MESSERSCHMITT-BOLKOW-BLOHM,BK 117 B-2,HELI,2NY5,FALSE,2,NA,135,Substantial,VMC,Mercy Flight Central,Completed,NA,2022,May,13,0,Runway/Takeoff Issues
ACC,2022-05-13T16:00:00Z,Osawatomie,Kansas,United States,FALSE,DirectorBrief,Serious,0,1,1,38.529908,-95.020444,QUICKSILVER AIRCRAFT CO,SPORT 2S,AIR,NA,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,13,0,Pilot Error
ACC,2022-05-12T21:10:00Z,Owensboro,Kentucky,United States,FALSE,DirectorBrief,Minor,0,0,2,37.744206,-87.165038,CESSNA,182,AIR,OWB,FALSE,1,PERS,91,Substantial,VMC,BAKALAR FLYING CLUB INC,Completed,NA,2022,May,12,0,Pilot Error
ACC,2022-05-12T20:45:00Z,Port Bolivar,Texas,United States,FALSE,DirectorBrief,None,0,0,0,29.46551,-94.627415,PIPER,J3F-65,AIR,XS77,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,12,0,Pilot Error
ACC,2022-05-12T15:00:00Z,Port Bolivar,Texas,United States,FALSE,DirectorBrief,None,0,0,0,29.4667,-94.6284,CESSNA,182P,AIR,XS77,FALSE,1,PERS,91,Substantial,VMC,NA,Completed,NA,2022,May,12,0,Pilot Error
